[41000, 221400, 1368700, 7667000, 32565100, 150063800, 591824200, 2811433400, 11629390000]
[37200, 151700, 1277600, 6805300, 27892200, 140290700, 645032500, 2377677800, 10773264700]
[44900, 224800, 1137100, 4709200, 24559600, 104904100, 512456000, 2024891400, 9236127800]
[45200, 217200, 1370600, 5626000, 31417900, 141279000, 663235700, 2674536000, 12682693800]
[38200, 152000, 831300, 4313200, 20105300, 105719700, 388077200, 2016716400, 6224961800]
[41300, 138600, 884000, 4134600, 26826300, 104215700, 529456800, 1557436100, 7381819700]
[37500, 110700, 848100, 3409900, 23077400, 96358900, 455504900, 1822250100, 7069409400]
[33900, 132200, 863400, 3219500, 14998900, 57794700, 234943900, 1124978600, 4571936400]
[45800, 185700, 1059900, 4225700, 23789700, 89973700, 405459000, 1329128200, 4629719400]
[27600, 132300, 589200, 3192200, 12707400, 57319000, 220569900, 1177732800, 4671855400]
[39900, 135800, 748800, 2641100, 12986900, 53869900, 284393100, 1082610300, 4598812900]
[32500, 120300, 635400, 2576700, 15256700, 59946700, 238904400, 1084468300, 2535305300]
[33000, 114600, 648300, 2723800, 9713200, 46047200, 173043200, 648458800, 2550926500]
[18500, 68300, 257600, 1136600, 4130500, 19243800, 60719400, 290010700, 729143800]
[33900, 136500, 736700, 2771900, 13482700, 37304300, 121567900, 453409300, 1682289000]
[16500, 66700, 265500, 1864200, 8293100, 42281100, 153648800, 743243900, 2153956000]
[34300, 105600, 531100, 2085100, 13102700, 34821800, 167426600, 463891000, 1776188600]
[16600, 38900, 284600, 1501700, 4666900, 23553300, 93011900, 442236300, 987443200]
[26700, 81100, 316300, 1266600, 6048700, 19841300, 70638300, 175615000, 587144200]
[22100, 83100, 259000, 1248000, 2945100, 11552200, 37989400, 117799700, 245797900]
[25200, 62700, 296600, 862700, 3353600, 10082700, 30293700, 58221700, 190090400]
[19300, 75200, 280300, 810400, 2665700, 8329000, 13641400, 42541300, 123834200]
[27600, 74800, 373600, 963000, 4304900, 5524400, 19160100, 64545200, 245342300]
[24800, 92200, 368600, 1377300, 4151800, 14345900, 40531300, 142442400, 272989500]
[24500, 53600, 305100, 1014600, 4375300, 11201400, 40764000, 81603700, 232427300]
[19900, 65000, 228500, 1051700, 2375700, 7530500, 7956300, 27925400, 52153300]
[21400, 53500, 249500, 553000, 1836200, 3560100, 13704600, 21089100, 39270500]
[19900, 44300, 135200, 472800, 1098300, 2758300, 5011600, 10509600, 19516200]
[13300, 29300, 97300, 243700, 701200, 939400, 2315700, 4986900, 1520900]
[13500, 29900, 69300, 216500, 372000, 643800, 1312600, 447700, 437900]
[14900, 26600, 90400, 149100, 318500, 791600, 339700, 340000, 324300]
[13200, 34300, 55100, 112700, 227600, 83100, 89300, 78500, 78600]
[15000, 14600, 40800, 38100, 52700, 51100, 50700, 50500, 50500]
[7600, 7600, 10200, 16300, 12400, 12200, 12200, 12100, 12100]
[12300, 9100, 12500, 11500, 11300, 11300, 11300, 11300, 11400]
[9100, 5400, 4400, 4100, 4000, 3900, 3900, 4000, 3900]
[5300, 1400, 1200, 1100, 1100, 1200, 1200, 1200, 1200]
[23300, 92300, 433400, 1777600, 10619200, 42009500, 277100500, 1536293600, 6985390500]
[41100, 120100, 668600, 2749500, 13116800, 97068600, 404988300, 2163668900, 8081006800]
[27200, 88400, 590400, 4758100, 24037000, 123062200, 567605800, 3265737700, 14482871600]
[34400, 110500, 617800, 4107500, 22146300, 115667500, 553816700, 2505156700, 10824106300]
[32500, 223300, 909100, 5238900, 33627100, 163199000, 856673200, 3155188400, 18289853900]
[50500, 193800, 950800, 5723000, 42548600, 154706900, 714945200, 4207249900, 16976053800]
[25600, 68800, 359200, 1828500, 11050400, 72502700, 250282900, 1291344000, 7161536200]
[40700, 101300, 478400, 2038600, 15083500, 50764800, 280008300, 1308413600, 6715402800]
[28200, 134300, 571300, 2590700, 16227500, 52540000, 259042100, 1234231000, 5205866900]
[34700, 166700, 1054900, 6076000, 18636800, 75793300, 422700700, 1872746700, 6172280200]
[32600, 174400, 1006900, 2779000, 15666200, 38057000, 174477900, 726319100, 4211226800]
[27000, 83300, 472700, 3084200, 10713500, 58872700, 190078700, 990122600, 2929219600]
[23200, 60000, 306200, 1604200, 10530500, 47072600, 283501200, 725054900, 4082350900]
[24200, 83500, 589700, 2424800, 11500700, 72520600, 244554000, 1473556400, 5744397000]
[40300, 157400, 678300, 3391700, 19528500, 69545200, 455323100, 1870581400, 11397099200]
[25800, 137600, 515900, 2513900, 14582900, 70394700, 342858200, 1565729800, 6927154000]
[35200, 161100, 997300, 4283100, 22031800, 126241300, 626359700, 2514262800, 14335032700]
[42800, 165300, 1034800, 3565200, 20113500, 99984700, 506046000, 2180694800, 10632951700]
[41500, 183900, 1141100, 4548300, 27891000, 113611900, 749026400, 3313522400, 15913517800]
[41800, 155800, 1117900, 5079500, 29870700, 139545300, 712926900, 3528269300, 16744889500]
[37300, 190700, 1083900, 4673300, 20812100, 139987000, 611570600, 3457541600, 15332498900]
[49200, 222900, 1844800, 7501400, 54446100, 197046400, 1190320200, 4449846100, 25304788000]
[36200, 213400, 1084200, 6322700, 25108100, 133120800, 475321400, 2190804400, 8653489100]
[44100, 172800, 1132300, 5139400, 27672800, 106270400, 623615800, 2284591300, 11211694100]
[42500, 104000, 528400, 2759100, 9869500, 43720800, 169555200, 1242055300, 4806980300]
[50900, 164600, 1402900, 5168300, 24680300, 87959200, 445203300, 1744183700, 8409008000]
[36400, 211700, 658800, 3510500, 15327400, 66395000, 208871200, 1035084400, 3169313700]
[45400, 160400, 1210200, 4233400, 26670300, 96839100, 488864000, 1645127400, 7671994200]
[27000, 162200, 744600, 3957600, 15363000, 69840100, 239160500, 1063708600, 3689282500]
[33400, 100400, 831400, 2862400, 14947600, 54432900, 266713300, 785967600, 3842398700]
[28400, 118300, 538600, 2290800, 6500900, 33375800, 110915100, 574003600, 1771786000]
[27600, 80100, 524100, 1768600, 9364600, 32531900, 167186700, 434349500, 2069439200]
[23600, 100000, 428000, 1840100, 5841300, 33986400, 88794400, 650773800, 1372047000]
[35500, 123500, 770900, 2360500, 12002100, 37877900, 159759700, 456084000, 1850887700]
[22800, 82200, 250900, 1637800, 5383000, 27897100, 87223800, 380208500, 1006272000]
[29400, 69600, 432600, 1374500, 6278200, 20385000, 75807900, 230442200, 772414000]
[23600, 61000, 208200, 697300, 2284100, 7805600, 34847700, 119358300, 351542300]
[23400, 49300, 255500, 874200, 3210200, 8062900, 26781500, 64844500, 160195500]
[16600, 42000, 157800, 545000, 2050300, 6397800, 22068600, 56691700, 194070500]
[17500, 60500, 231800, 1143900, 3675100, 12544800, 29699100, 110331800, 281278500]
[13500, 35900, 86900, 297400, 712700, 1434800, 3142500, 8021500, 15000000]
[20300, 42000, 154900, 346000, 983500, 2799700, 6943700, 12473700, 27221700]
[12900, 35700, 81500, 270400, 633000, 1675800, 3742600, 8354300, 14366300]
[22500, 40900, 130800, 329500, 835300, 1838200, 4154700, 9043000, 15652000]
[9900, 17200, 23900, 94400, 333800, 869700, 1483400, 1809400, 4374000]
[23200, 31100, 110800, 166400, 369500, 849700, 1314600, 2353900, 2886500]
[7000, 13600, 26200, 73500, 132900, 253500, 410400, 453000, 441900]
[21200, 28200, 77900, 138200, 262400, 407600, 465800, 441600, 445300]
[15400, 22500, 50700, 90900, 137500, 165000, 161700, 159600, 166000]
[8800, 14500, 17700, 36200, 39700, 38500, 38200, 38000, 38000]
[17000, 18400, 29900, 42600, 46100, 41200, 41000, 41000, 40700]
[12700, 10500, 13200, 12200, 12100, 12000, 11900, 11900, 11900]
[8900, 5700, 4300, 3900, 3900, 3900, 3900, 3900, 3900]
[7200, 1800, 1700, 1600, 1600, 1500, 1600, 1500, 1500]
