[1616700, 356000, 1443200, 3480700, 6492600, 22878700, 72737100, 230766700, 846039200]
[56800, 208100, 1486600, 5454600, 30401400, 90306500, 467224600, 2331377500, 11578345500]
[28700, 111100, 663100, 2919500, 11082600, 64246200, 394000600, 1846123200, 9551797900]
[37700, 176200, 1023200, 5205700, 27407700, 149775900, 761463900, 3994571500, 16392217500]
[30600, 148800, 826000, 4569700, 22050300, 158336100, 866964700, 3975454100, 17417794300]
[44500, 284200, 1042300, 6641700, 41074200, 244937400, 1257276600, 7478718400, 28988344300]
[48100, 165000, 1072700, 6647400, 41943800, 212444400, 1014651300, 4287763600, 19818389100]
[36500, 147000, 835300, 6282800, 23955700, 146620300, 546749700, 2500413200, 14412154700]
[51800, 137700, 1200600, 5433300, 31388300, 141137100, 819562500, 4009990100, 21025190300]
[36500, 172800, 831900, 5149400, 23025600, 104729700, 627626500, 2094855400, 9409855300]
[43200, 224500, 1410800, 5153300, 29921600, 96488600, 527187600, 1875909500, 7600443400]
[30000, 124100, 750700, 3521500, 13211900, 68911100, 281100500, 1353073200, 5208288600]
[54500, 193300, 1256400, 5897200, 29018000, 87928200, 404921700, 1486728400, 7017211700]
[89300, 138300, 804000, 4185300, 19433300, 116159100, 465772800, 1909273700, 7978689700]
[42400, 109900, 796800, 3444300, 19097300, 84375100, 465053400, 1669779300, 8597813000]
[36100, 225400, 908400, 3790200, 14594600, 77311800, 343416800, 1773524500, 6816605000]
[42000, 120000, 1003200, 1805700, 12595500, 31222500, 183304900, 693513300, 3162660800]
[29600, 150300, 576600, 3187700, 11823600, 58979400, 240651400, 1098383300, 4332371400]
[35700, 106300, 914300, 2489700, 14745300, 71174800, 333799500, 1610084600, 7124599100]
[27200, 116100, 477200, 2298100, 8924500, 37291800, 144953400, 691405700, 2952510000]
[43100, 127300, 742200, 2452500, 12240300, 44997300, 270869800, 1060491300, 7245279900]
[29000, 109900, 390000, 2124900, 7415400, 34031300, 136618400, 726426600, 2200048800]
[47300, 100200, 743200, 1933400, 12367900, 43001300, 268454000, 1203649100, 6536359100]
[26100, 89400, 333800, 1860400, 5679100, 62194100, 323607700, 2638323600, 10950286100]
[36600, 74800, 481400, 1395100, 7536600, 26254900, 130046600, 497365000, 2195430300]
[24700, 78100, 380000, 1461100, 7823700, 36722100, 224920600, 1068692500, 5375983600]
[36700, 85400, 466100, 1471100, 6957400, 25326200, 107972200, 393904300, 1555587200]
[21500, 66200, 321600, 1888800, 9122100, 50505000, 206610000, 855073900, 3829114600]
[37100, 76100, 595400, 2556200, 15052400, 56724000, 279286400, 938078300, 3527549200]
[19100, 97200, 380400, 1993800, 8134000, 34481700, 160893900, 582842700, 2261830100]
[31600, 63000, 321700, 1305100, 5723300, 23686100, 79018400, 300736400, 903002700]
[22900, 49700, 366200, 1701100, 7296800, 31155600, 132287900, 493230300, 1703172700]
[24500, 61900, 221700, 857000, 3329400, 12270100, 42047900, 158101500, 574354400]
[18000, 40000, 170700, 819700, 2346400, 8602700, 29141300, 115467100, 311741100]
[27900, 50700, 300600, 1004000, 4131300, 12680500, 58765800, 155828600, 388471400]
[14000, 46000, 112900, 401600, 1245900, 4420400, 16018100, 41566400, 169518900]
[27100, 53800, 283100, 801700, 3395800, 10679400, 35438100, 96204800, 239795800]
[15400, 27300, 88300, 430800, 2228600, 7931300, 31723900, 84040800, 193401100]
[19800, 28200, 108000, 573200, 1431100, 4352300, 11039800, 28692400, 47069200]
[14200, 21200, 63500, 194100, 635800, 1532500, 4576100, 7748700, 14182700]
[14800, 34500, 119400, 409700, 1026100, 3233700, 4657600, 9533900, 3273900]
[11100, 21500, 73400, 213600, 557900, 972600, 1799800, 717200, 702300]
[13500, 22000, 62500, 163800, 297400, 464700, 289900, 256400, 265400]
[12200, 22200, 55500, 108900, 191500, 116500, 116800, 104300, 98000]
[12800, 21600, 49100, 74500, 62600, 64700, 60200, 60800, 59900]
[11600, 12000, 20500, 18100, 17200, 17100, 17200, 17100, 17300]
[9100, 6400, 7700, 6400, 6300, 6300, 6300, 6300, 6300]
[7600, 3300, 2500, 2300, 2300, 2200, 2200, 2300, 2500]
[7200, 1800, 1500, 1400, 1500, 1400, 1400, 1400, 1500]
