Avancement;Indice Position;Profondeur 1;Profondeur 2;Profondeur 3;Profondeur 4;Profondeur 5;Profondeur 6;Profondeur 7;Profondeur 8
23;100;15;-17;12;-18;12;-22;27;-24
23;100;21;-15;21;-14;22;-13;21;-13
23;100;21;-9;18;-10;20;-10;23;-10
23;100;16;-16;19;-15;20;-14;0;0
23;100;18;-16;20;-16;19;-16;21;0
23;100;1;-29;1;-29;0;-31;20;-34
23;100;10;-18;9;-20;8;-21;0;0
23;100;22;-11;22;-11;23;-11;9;0
23;100;23;-4;28;-4;29;-3;29;-8
23;100;20;-14;19;-15;19;-15;19;0
24;100;-22;16;-20;17;-19;17;-19;16
24;100;-7;26;-7;26;-7;28;0;0
24;100;-6;25;-3;25;-3;26;-3;0
24;100;7;40;9;40;8;40;-3;28
24;100;-13;26;-13;26;-13;0;0;0
24;100;-15;16;-14;15;-12;25;-12;26
24;100;-19;11;-22;10;-24;7;-29;27
24;100;-8;23;-7;25;-4;27;-4;0
24;100;-15;23;-15;17;-17;17;-19;28
24;100;-7;26;-6;26;-5;26;-6;0
24;100;-12;14;-11;16;-9;20;-8;6
24;100;-8;19;-9;21;-9;22;-7;24
24;100;-4;26;-5;26;-3;26;0;0
24;100;-13;22;-9;23;-5;19;-2;0
24;100;-3;26;-6;25;-6;25;-5;28
24;100;-5;14;-10;15;-11;16;-13;17
24;100;2;32;0;32;0;32;0;31
24;100;-12;22;-11;23;-10;23;-10;24
24;100;7;36;3;36;2;36;3;36
24;100;-12;19;-12;23;-11;25;-9;27
24;100;-16;13;-18;9;-20;8;-21;0
24;100;-17;20;-16;19;-16;17;-16;0
24;100;8;41;20;41;19;48;43;7
24;100;-5;29;-3;30;-2;31;-1;32
24;100;-12;24;-13;23;-15;22;-15;0
24;100;-7;21;-9;20;-11;18;-11;17
24;100;-9;21;-9;20;-7;19;-9;16
24;100;-7;28;-7;27;-6;28;-7;0
24;100;-5;25;-5;24;-5;0;0;0
24;100;-15;13;-16;14;-17;24;0;0
24;100;-7;23;-8;24;-7;24;-3;15
24;100;-4;28;-4;28;-6;29;-4;25
24;100;-9;22;-9;22;-9;20;-11;29
24;100;-13;18;-13;19;-14;0;0;0
24;100;-12;21;-14;19;-14;18;-14;18
24;100;-6;26;2;28;-4;30;-15;29
24;100;1;36;6;44;7;46;0;0
24;100;-21;15;-22;16;-22;15;-22;21
24;100;-9;24;-10;24;-11;24;-12;16
24;100;-19;15;-21;14;-22;14;-23;13
24;100;-10;25;-8;26;-7;27;-7;25
24;100;-18;20;-17;15;-18;15;-20;0
24;100;-25;11;-25;9;-26;7;-28;5
24;100;-17;9;-21;8;-24;0;0;0
24;100;-19;18;-19;16;-21;15;-24;0
24;100;3;27;2;29;1;27;-20;7
24;100;-2;30;-3;31;-3;32;-2;17
24;100;3;30;-1;31;-1;32;-1;0
24;100;-27;-1;-31;0;-33;-1;-33;33
24;100;-10;21;-4;24;-4;26;-4;-3
24;100;-10;23;-8;26;-4;27;0;27
24;100;-8;19;-10;18;-9;19;-4;29
24;100;-16;20;-17;19;-16;19;0;0
24;100;-8;24;-8;26;-7;27;-16;0
24;100;-1;30;-2;29;-1;0;-6;0
24;100;3;34;0;34;1;36;0;20
24;100;-7;19;-7;21;-9;21;2;21
24;100;-12;24;-12;24;-8;22;-5;29
24;100;-13;16;-16;16;-13;0;0;0
24;100;-3;28;-2;24;-9;16;-12;0
24;100;-9;25;-9;19;-14;15;-16;14
24;100;-18;7;-18;7;-18;9;-11;0
24;100;-11;21;-12;21;-12;21;-12;33
24;100;-7;15;-14;8;-23;6;-26;0
24;100;-8;25;-6;25;-4;26;-4;17
24;100;-10;19;-8;20;-7;21;-7;22
24;100;-1;28;3;34;6;35;0;0
24;100;-3;30;-2;31;-2;31;-3;30
24;100;-20;9;-19;12;-18;14;-17;12
24;100;-5;26;-7;26;-7;25;0;0
24;100;-16;19;-12;18;-14;19;-13;0
24;100;-8;24;-9;25;-7;27;-6;27
24;100;-25;4;-23;6;-22;8;-22;28
24;100;-4;29;-4;29;-5;31;-4;21
24;100;-11;24;-14;23;-14;23;-15;31
24;100;-15;19;-16;18;-16;17;-17;17
24;100;-16;19;-16;19;-16;20;0;0
24;100;-6;19;-15;16;-17;15;-16;21
24;100;0;33;1;35;3;37;4;39
24;100;-21;11;-21;13;-17;15;-16;0
24;100;-9;24;-10;25;-5;26;-5;15
24;100;0;29;1;35;9;39;14;27
24;100;-12;21;-11;23;-10;24;-8;0
24;100;-16;11;-17;12;-18;12;-20;27
24;100;-11;21;-12;20;-12;20;-13;0
24;100;-5;26;-2;27;2;30;5;19
24;100;-4;28;-4;28;-5;28;-4;35
24;100;-11;25;-9;25;-9;27;-9;0
24;100;0;31;0;33;4;36;0;0
24;100;-4;21;-6;22;-7;22;4;27
24;100;-5;28;-6;28;-6;31;-5;32
24;100;-16;20;-13;22;-10;25;-9;21
24;100;-16;15;-16;15;-17;15;-18;0
24;100;-15;19;-12;21;-12;23;0;14
24;100;-18;16;-18;18;-17;18;-15;18
24;100;-8;22;-8;24;-8;0;0;0
24;100;4;33;1;33;1;25;0;35
24;100;-7;27;-8;26;-9;26;-8;26
24;100;-18;18;-17;15;-17;15;0;0
24;100;-4;29;-4;31;-2;31;-17;0
25;100;4;-24;4;-26;5;-28;5;0
25;100;21;-14;20;-16;19;-17;20;-16
25;100;17;-11;21;-11;24;0;0;0
25;100;4;-27;-2;-26;-3;-27;-4;-28
25;100;17;-19;18;-19;19;-18;19;0
25;100;17;-18;16;-18;16;-16;17;-18
25;100;16;-17;17;-16;17;-16;19;-15
25;100;23;-11;22;-11;25;-10;25;-9
25;100;31;0;32;-4;31;-5;32;-5
25;100;23;-6;21;-7;22;-8;22;0
25;100;22;-2;22;-5;23;-6;23;-7
25;100;2;-27;2;-28;4;-29;3;-31
25;100;29;-3;30;-4;30;-5;28;-5
25;100;21;-7;13;-10;13;-13;11;-8
25;100;31;0;32;5;34;6;38;0
25;100;13;-16;13;-17;13;-18;12;6
25;100;2;-32;0;-31;-2;-30;-1;0
25;100;10;-24;7;-26;4;-29;-2;-30
25;100;11;-25;14;-24;14;-24;14;-24
25;100;19;-14;21;-11;25;-9;27;0
25;100;31;1;33;0;32;2;35;12
25;100;23;-10;20;-11;20;-12;21;-9
25;100;8;-26;7;-27;8;-27;4;-30
25;100;15;-13;16;-12;18;-11;20;-11
25;100;23;-11;22;-11;19;-15;0;0
25;100;26;-10;23;-12;23;-12;17;-10
25;100;20;-11;24;-12;23;-12;0;0
25;100;15;-13;18;-12;19;-11;25;-15
25;100;-1;-34;-1;-35;-1;-37;-3;-10
25;100;26;-10;25;-10;25;-11;0;0
25;100;21;-13;23;-12;24;-13;25;0
25;100;31;1;32;2;34;3;35;5
25;100;10;-22;8;-22;4;-24;4;-13
25;100;13;-6;18;-8;19;-9;20;0
25;100;18;-7;21;-7;21;-4;22;-9
25;100;20;-6;24;-6;22;-5;25;-9
25;100;29;-4;29;-3;31;0;33;1
25;100;21;-12;22;-13;22;-12;22;0
25;100;26;0;29;0;33;2;33;0
25;100;14;-14;16;-14;17;-13;17;-13
25;100;-6;-33;-7;-34;-8;-34;-7;0
25;100;16;-8;17;-8;19;-8;20;-7
25;100;14;-22;13;-22;12;-21;0;0
25;100;25;-9;23;-1;29;-1;13;3
25;100;29;-4;30;-2;33;0;32;-1
25;100;28;-6;25;-6;26;-6;26;-6
25;100;13;-17;15;-16;16;-14;17;-21
25;100;13;-8;26;-5;29;-3;31;0
25;100;1;-35;1;-36;0;-37;-1;-35
25;100;22;-6;25;-6;27;-4;0;0
25;100;17;-13;20;-14;21;-14;0;0
25;100;16;-15;17;-15;15;-16;21;-3
25;100;15;-17;14;-18;14;-16;15;-14
25;100;22;-16;21;-15;21;-14;21;-13
25;100;7;-29;2;-33;0;-36;0;-36
25;100;11;-22;9;-24;10;-23;12;-24
25;100;9;-23;10;-22;12;-20;10;0
25;100;12;-18;10;-20;8;-23;8;0
25;100;19;-14;18;-15;16;-16;15;-20
25;100;10;-18;12;-21;12;-21;12;-21
25;100;21;-8;23;-10;22;-8;23;-18
25;100;13;-11;19;-6;24;-4;25;-7
25;100;12;-20;13;-16;17;-16;18;-2
25;100;11;-22;12;-23;13;-22;14;0
25;100;19;-2;23;-3;24;-5;22;0
25;100;20;-10;24;-8;24;-9;24;-5
25;100;20;-16;20;-10;22;-7;25;-5
25;100;28;-3;27;-2;28;-1;30;0
25;100;4;-26;8;-24;8;-24;4;0
25;100;27;-1;26;-2;26;0;28;0
25;100;32;-1;32;0;33;0;33;0
25;100;15;-18;16;-16;15;-16;0;0
25;100;13;-14;14;-11;13;-16;16;-16
25;100;17;-16;17;-18;17;-19;17;0
25;100;10;-23;9;-22;10;-23;11;-20
25;100;31;0;27;0;25;0;25;-16
25;100;20;-16;20;-16;20;-16;0;0
25;100;25;-9;24;-9;24;0;0;0
25;100;15;-16;17;-17;18;-8;24;-14
25;100;26;0;30;0;31;-2;32;0
25;100;22;-5;24;-6;24;-7;25;-1
25;100;28;-1;30;0;32;1;33;0
25;100;11;-22;13;-21;13;-21;12;-6
25;100;26;-1;33;0;35;0;34;1
25;100;16;-16;17;-16;17;-16;17;-18
25;100;23;-10;22;-12;20;-12;20;0
25;100;20;-11;19;-11;19;-13;19;-12
25;100;32;-1;32;-1;32;-1;32;0
25;100;24;-5;24;-3;24;-4;24;-2
25;100;14;-25;13;-25;15;-25;14;-26
25;100;11;-19;8;-20;6;-23;5;-24
25;100;18;-12;20;-10;22;0;0;0
25;100;21;-12;22;-11;23;-10;24;-6
25;100;30;-3;29;-2;31;-3;32;-9
25;100;15;-5;27;-5;29;-2;30;-3
25;100;22;-4;25;-6;25;-5;24;0
25;100;20;-12;22;-13;21;-13;22;0
25;100;19;-16;21;-15;22;-15;23;-14
25;100;20;-13;20;-12;20;-11;0;0
25;100;16;-16;16;-17;16;-16;16;-9
26;100;-20;15;-19;15;-1;27;2;14
26;100;-9;25;-10;24;-8;24;0;0
26;100;-6;15;-5;19;-5;19;-6;0
26;100;0;30;0;33;0;32;1;28
26;100;-9;20;-12;20;-12;21;-12;0
26;100;3;34;1;34;1;35;3;21
26;100;6;38;6;40;10;42;12;36
26;100;-9;23;-6;26;-5;28;-4;0
26;100;1;28;1;29;2;32;4;28
26;100;-17;10;-18;12;-20;11;0;0
26;100;-11;22;-10;23;-8;24;-7;0
26;100;-9;27;-9;27;-11;27;-20;28
26;100;-13;19;-17;17;-19;15;-20;15
26;100;-2;26;-1;29;1;34;3;34
26;100;-15;20;-13;18;-14;19;0;0
26;100;-9;27;-7;21;-11;14;-15;0
26;100;-16;19;-13;23;-12;25;-10;19
26;100;0;21;0;22;0;23;-15;13
26;100;-31;1;-31;1;-31;0;-32;0
26;100;-14;19;-13;24;-13;23;-12;0
26;100;-12;17;-12;16;-11;17;-12;0
26;100;-3;25;-3;26;-5;25;-8;14
26;100;-22;13;-23;12;-24;11;0;0
26;100;-4;30;-4;31;-3;31;-25;33
26;100;1;31;14;38;14;46;15;51
26;100;-2;25;-4;27;-6;27;0;0
26;100;-24;6;-23;7;-23;0;0;0
26;100;-29;-1;-35;0;-36;-4;-6;9
26;100;-25;0;-32;1;-33;2;-31;3
26;100;-15;18;-12;18;-11;17;-11;29
26;100;-22;10;-23;11;-23;12;-23;11
26;100;-23;9;-25;9;-26;9;-27;7
26;100;-6;29;-6;29;-5;29;-3;29
26;100;-16;22;-16;22;-15;20;-15;0
26;100;-17;17;-15;18;-13;0;0;0
26;100;1;30;2;29;3;19;-13;20
26;100;-23;13;-22;13;-23;14;0;0
26;100;3;28;-4;29;-2;29;-24;12
26;100;-9;19;-15;21;-15;22;0;0
26;100;-2;28;-4;27;-4;26;-16;0
26;100;-18;18;-17;18;-17;18;-17;28
26;100;-10;22;-12;21;-12;20;0;0
26;100;-15;18;-15;20;-15;19;-15;18
26;100;-1;28;4;31;5;33;5;18
26;100;-2;27;-3;28;-4;27;-3;29
26;100;-16;18;-18;20;-14;22;0;0
26;100;-26;4;-32;3;-32;1;-15;0
26;100;-18;8;-25;6;-25;4;-28;3
26;100;-9;25;-8;24;-8;24;-9;23
26;100;-6;24;-1;26;-1;27;-2;28
26;100;-20;4;-27;6;-29;5;-30;6
26;100;-3;29;-4;29;-1;30;0;34
26;100;-6;31;-6;31;-5;31;-5;0
26;100;-2;28;-3;28;-3;30;-3;0
26;100;-13;15;-14;17;-11;19;-10;21
26;100;-5;23;-6;25;-4;29;-4;31
26;100;-25;9;-24;9;-22;9;-23;0
26;100;-5;24;-7;24;-6;24;-6;31
26;100;-14;17;-15;19;-14;20;-12;0
26;100;-15;13;-13;16;-10;17;-11;21
26;100;-14;20;-14;21;-15;21;-16;19
26;100;-28;5;-29;5;-26;6;-26;0
26;100;-10;25;-11;24;-11;26;0;0
26;100;-10;24;-8;23;-9;24;-8;7
26;100;-27;7;-24;7;-24;7;0;0
26;100;0;25;-3;24;0;29;0;25
26;100;-18;14;-20;11;-23;10;-24;0
26;100;-16;16;-15;17;-15;16;-17;10
26;100;-21;12;-21;11;-22;6;-23;7
26;100;-16;22;-17;22;-18;22;-18;0
26;100;-6;26;-3;27;-2;27;-2;0
26;100;-9;20;-11;19;-11;19;-12;29
26;100;-5;26;-4;27;-2;30;0;0
26;100;-23;2;-23;3;-23;4;0;21
26;100;-20;14;-22;14;-22;12;-23;12
26;100;-1;29;0;27;0;27;0;0
26;100;0;28;0;29;-1;32;0;32
26;100;-1;32;-1;32;-2;33;-2;0
26;100;-7;20;-6;21;-3;22;-3;22
26;100;0;32;0;31;0;31;0;33
26;100;-8;22;-9;23;-4;28;-1;35
26;100;-22;12;-26;6;-33;0;-34;0
26;100;-10;24;-10;24;-10;25;-10;0
26;100;-3;30;-3;32;-3;0;0;26
26;100;-5;11;-10;10;-13;34;-16;8
26;100;-16;21;-15;21;-14;22;-14;22
26;100;-6;26;-8;25;-10;24;-10;23
26;100;-19;11;-19;14;-18;15;-18;0
26;100;0;32;2;31;6;35;6;36
26;100;-21;5;-19;9;-18;9;-18;9
26;100;-15;17;-14;19;-12;21;-13;23
26;100;7;38;4;38;3;38;0;0
26;100;-12;19;-8;22;-7;26;3;0
26;100;-6;24;-3;26;-3;25;-8;0
26;100;-8;26;-9;26;-10;26;-10;28
26;100;-10;24;-10;25;-9;26;-8;27
26;100;-9;23;-8;23;-11;24;-10;26
26;100;-16;14;-15;15;-13;16;-13;0
26;100;-16;9;-14;11;-15;12;-15;18
26;100;-11;23;-4;26;0;0;0;0
27;100;5;-22;5;-21;5;-21;5;-21
27;100;24;-2;25;-2;30;0;0;0
27;100;23;-11;21;-14;18;-3;19;0
27;100;18;-10;16;-8;24;-1;31;-13
27;100;15;-9;15;-13;13;-18;0;0
27;100;13;-11;14;-11;16;-14;17;-2
27;100;16;-16;17;-16;14;-16;13;-17
27;100;6;-25;5;-28;5;-29;9;-31
27;100;11;-21;8;-24;7;-26;7;0
27;100;10;-17;15;-4;26;-1;30;-26
27;100;14;-15;12;-20;1;-28;-2;-30
27;100;21;-10;24;-6;28;-2;30;0
27;100;5;-28;6;-29;5;-30;4;-31
27;100;26;-4;24;-8;24;-10;23;-9
27;100;9;-16;14;-17;14;-15;16;0
27;100;26;-8;25;-3;26;-3;27;-3
27;100;10;-22;3;-29;3;-27;4;0
27;100;21;-11;22;-10;22;-9;23;-9
27;100;7;-27;8;-28;7;-27;7;-28
27;100;12;-5;23;-3;22;-5;20;-6
27;100;13;-25;14;-23;15;-20;13;0
27;100;17;-17;18;-16;19;-17;19;-22
27;100;29;-4;33;-2;35;-1;36;-1
27;100;19;-11;19;-11;17;-11;16;-10
27;100;14;-11;16;-10;18;-9;19;-9
27;100;29;2;39;4;41;5;44;8
27;100;17;-21;17;-20;18;-20;17;0
27;100;12;-19;15;-20;15;-20;14;-21
27;100;12;-14;12;-18;12;-19;13;0
27;100;23;-12;20;-12;17;-15;16;-17
27;100;11;-20;12;-18;13;-17;16;0
27;100;21;-14;22;-13;20;-15;17;-17
27;100;11;-22;6;-25;6;-29;6;0
27;100;17;-14;18;-15;17;-15;16;-15
27;100;18;-16;17;-15;16;-16;17;-15
27;100;12;-17;15;-15;18;-14;0;0
27;100;13;-19;14;-21;14;-20;21;-21
27;100;18;-18;19;-18;19;-19;18;0
27;100;2;-34;2;-35;-2;-35;-2;-18
27;100;8;-18;7;-24;6;-28;1;-31
27;100;3;-26;6;-27;6;-29;4;-14
27;100;2;-29;3;-26;4;-25;0;0
27;100;21;-11;20;-11;22;-10;22;-11
27;100;5;-24;9;-22;9;-24;7;-22
27;100;10;-17;8;-17;4;-23;4;-26
27;100;9;-21;10;-25;5;-28;2;-28
27;100;16;-15;15;-18;16;-18;15;-19
27;100;33;3;32;0;32;2;34;0
27;100;26;0;28;2;32;3;35;4
27;100;27;-2;29;-3;32;-4;0;0
27;100;21;-8;20;-8;19;-9;21;-1
27;100;6;-28;7;-28;8;-28;4;-7
27;100;22;-11;23;-11;22;-12;22;0
27;100;18;-20;18;-18;18;-17;18;-13
27;100;16;-20;15;-18;13;-16;12;-16
27;100;24;2;27;2;29;0;31;0
27;100;14;-13;12;-16;9;-20;7;0
27;100;16;-18;10;-22;11;-24;12;-17
27;100;12;-13;13;-12;16;-12;16;0
27;100;7;-31;7;-32;6;-31;7;-21
27;100;18;-15;18;-16;18;-17;18;-17
27;100;22;-8;23;-5;28;-4;0;0
27;100;10;-21;7;-21;3;-26;0;0
27;100;12;-19;12;-20;12;-22;0;0
27;100;18;-16;18;-15;19;-15;30;-4
27;100;15;-7;16;-9;17;-8;18;0
27;100;6;-18;8;-22;6;-21;6;-8
27;100;24;-6;20;-9;20;-12;20;-22
27;100;28;-8;27;-8;27;-11;27;0
27;100;13;-20;17;-18;19;-17;20;-11
27;100;10;-16;7;-21;5;-22;7;0
27;100;19;-21;20;-20;20;-19;20;-16
27;100;21;-3;23;-5;23;-6;23;-22
27;100;8;-24;10;-24;9;-23;9;-22
27;100;26;0;28;-1;28;-2;0;0
27;100;27;-8;27;-7;29;-7;30;0
27;100;31;-4;29;-4;30;-4;27;-6
27;100;14;-24;12;-24;12;-24;12;0
27;100;18;-14;20;-10;21;-10;21;-2
27;100;18;-18;11;-19;13;-21;13;-22
27;100;1;-24;4;-26;2;-32;1;0
27;100;29;0;29;0;28;-1;29;-35
27;100;13;-14;15;-16;10;-19;8;-1
27;100;26;-7;27;-8;27;-7;0;-22
27;100;23;-10;21;-9;21;-10;21;0
27;100;31;4;35;6;37;8;41;-12
27;100;-2;-30;-2;-33;-5;-36;-5;0
27;100;25;-10;23;-7;20;-7;19;10
27;100;6;-22;1;-23;3;-20;2;-39
27;100;20;-8;19;-8;21;-9;27;0
27;100;15;-9;21;-5;23;-5;25;-21
27;100;23;-7;25;-5;24;-5;24;0
27;100;17;-14;16;-13;14;-15;17;-6
27;100;22;-3;19;-8;13;-15;9;0
27;100;24;-9;24;-10;24;-9;25;-10
27;100;4;-24;7;-25;5;-26;5;-28
27;100;-3;-34;-2;-40;-5;-44;-46;0
27;100;14;-14;18;-10;19;-9;21;-8
27;100;17;-22;17;-22;16;-23;16;-49
27;100;19;-2;22;-3;22;-3;23;-3
28;100;-4;26;-1;29;3;35;6;36
28;100;-5;30;-5;31;-4;33;-3;35
28;100;-8;22;-10;21;-11;19;-13;19
28;100;-14;18;-15;18;-15;18;-15;0
28;100;-7;23;-6;28;-5;31;0;18
28;100;11;44;16;48;18;48;-2;48
28;100;-16;9;-19;11;-18;13;-19;33
28;100;-18;17;-15;19;-13;21;-11;21
28;100;0;35;0;34;0;36;2;37
28;100;-9;27;-8;26;-9;27;-8;0
28;100;-17;12;-19;11;-20;13;-20;27
28;100;-2;29;-2;35;7;37;11;0
28;100;-26;7;-25;7;-26;4;-30;40
28;100;-12;20;-8;20;-8;23;-9;0
28;100;-17;22;-16;23;-16;24;-16;28
28;100;-20;16;-19;17;-19;17;-19;16
28;100;-16;13;-15;13;-18;16;-17;0
28;100;-15;23;-12;24;-12;25;-10;18
28;100;3;31;-1;30;-1;31;0;0
28;100;-7;27;-6;27;-4;29;0;0
28;100;-15;21;-14;23;-16;24;-3;31
28;100;-6;27;-5;26;-4;26;-5;27
28;100;-26;9;-26;9;-27;8;-27;26
28;100;3;32;7;35;6;36;0;0
28;100;-5;27;-9;28;-8;28;-8;29
28;100;-11;24;-10;21;-7;20;-9;18
28;100;-18;18;-15;20;-12;21;-10;0
28;100;-13;20;-15;18;-15;17;-15;0
28;100;-4;29;-1;30;1;32;6;18
28;100;0;28;0;29;0;28;0;0
28;100;-14;22;-13;26;-11;28;-9;24
28;100;14;29;12;31;9;37;11;28
28;100;-10;26;-4;27;-4;27;-3;28
28;100;-6;27;-9;28;-9;29;-8;29
28;100;-4;30;-5;31;-6;31;-5;31
28;100;-24;2;0;0;0;0;0;0
28;100;5;33;6;0;9;0;11;1
28;100;3;37;5;39;8;43;9;0
28;100;-16;15;-14;15;-14;16;-11;20
28;100;-10;23;-10;23;-11;23;-11;22
28;100;-22;5;-23;5;-23;5;-25;3
28;100;-20;16;-23;17;-23;17;-22;0
28;100;-9;25;-9;25;-5;33;0;41
28;100;7;36;4;40;6;41;8;14
28;100;12;32;3;30;23;29;22;0
28;100;-1;31;-2;31;0;33;0;30
28;100;-21;5;-23;6;-23;7;-21;10
28;100;18;43;24;46;22;43;3;46
28;100;-9;6;-15;5;-21;6;-23;5
28;100;-2;22;-4;18;-7;20;-8;44
28;100;-19;16;-20;16;-21;17;-22;0
28;100;-10;25;-12;24;-12;23;-13;23
28;100;-12;18;-13;19;-10;23;-7;35
28;100;0;31;0;34;2;36;5;38
28;100;-3;27;-3;28;-3;30;0;0
28;100;-16;13;-18;12;-19;14;-2;31
28;100;0;31;7;40;10;45;10;47
28;100;-11;19;-10;19;-13;18;-13;16
28;100;-15;18;-11;21;-10;23;0;0
28;100;2;20;-5;25;-6;22;-6;0
28;100;-12;13;-21;8;-26;1;0;0
28;100;-10;18;-12;19;-10;17;-32;-2
28;100;-18;15;-19;13;-20;13;-23;12
28;100;-23;10;-21;4;-22;6;-23;0
28;100;-26;9;-28;10;-28;9;-28;8
28;100;-2;32;1;30;-3;27;-5;29
28;100;-9;22;-8;25;-8;24;0;0
28;100;-1;32;0;32;0;32;-9;0
28;100;-10;20;-2;22;0;25;0;7
28;100;-6;24;-5;28;-5;28;-3;33
28;100;3;34;8;38;9;41;12;39
28;100;1;31;0;30;-2;28;-4;27
28;100;-25;0;-28;0;-30;-1;-31;-1
28;100;15;37;8;35;7;35;7;36
28;100;-23;10;-25;10;-25;8;-27;8
28;100;-8;22;-5;26;-3;30;-1;34
28;100;0;31;0;32;2;32;3;34
28;100;-7;28;-2;27;-3;0;0;0
28;100;-7;22;-7;24;-6;25;-3;0
28;100;0;29;-5;29;-4;29;-7;29
28;100;-29;5;-28;6;-28;6;-28;5
28;100;-6;20;-6;21;-6;22;-7;23
28;100;-19;8;-23;14;-19;17;-18;0
28;100;-3;22;-5;23;-6;25;-7;24
28;100;-5;28;-6;29;-5;30;-4;31
28;100;-12;23;-11;23;-10;24;-9;0
28;100;-15;20;-17;18;-18;18;-19;20
28;100;-17;17;-21;18;-21;18;-20;24
28;100;-9;25;-9;25;-8;26;-6;0
28;100;-4;28;-4;29;-4;29;-4;30
28;100;-1;31;0;34;0;33;1;34
28;100;7;40;6;40;7;39;6;41
28;100;-6;26;-6;27;-6;27;0;0
28;100;-18;18;-18;18;-17;19;-7;0
28;100;-7;27;-6;27;-7;28;-16;28
28;100;6;40;6;40;4;39;3;40
28;100;-13;13;-13;14;-14;17;-13;0
28;100;0;29;0;33;0;33;1;17
28;100;-8;23;-8;23;-8;24;-7;26
28;100;-16;18;-11;22;-10;22;-11;0
29;100;17;-18;17;-22;14;-21;15;-31
29;100;19;-11;20;-10;23;-10;25;-21
29;100;2;-28;0;-30;2;-29;4;0
29;100;32;2;34;4;37;0;0;0
29;100;14;-23;16;-22;16;5;40;-19
29;100;20;-14;20;-12;23;-7;25;6
29;100;30;1;30;5;34;7;38;0
29;100;31;-1;32;-1;32;-1;29;8
29;100;28;-6;27;-7;26;-7;26;-6
29;100;20;-12;21;-13;20;0;0;0
29;100;25;-1;26;-3;24;-13;20;-4
29;100;20;-1;32;-1;33;-2;33;-12
29;100;25;-9;22;-7;23;-6;25;-4
29;100;26;-8;25;-8;26;-4;28;-4
29;100;25;-3;23;-5;22;-7;19;-10
29;100;10;-22;6;-24;8;-24;1;0
29;100;12;-20;12;-19;13;-20;12;-29
29;100;18;-21;17;-21;18;-22;17;0
29;100;14;-16;12;-19;14;-19;15;0
29;100;9;-17;13;-14;18;-9;20;-21
29;100;4;-26;5;-25;10;-22;11;-21
29;100;15;-15;19;-9;26;-9;0;0
29;100;22;-4;22;-4;22;-6;26;0
29;100;18;-9;23;-8;25;-4;28;-7
29;100;9;-28;8;-28;7;-29;7;-8
29;100;22;-10;22;-9;23;-9;23;-28
29;100;29;0;33;1;34;1;37;0
29;100;0;-32;0;-32;-2;-33;-1;0
29;100;17;-21;14;-18;18;-17;17;3
29;100;20;-7;14;-11;14;-16;17;-14
29;100;34;8;35;10;38;10;40;11
29;100;31;14;38;12;35;10;35;9
29;100;21;-11;20;-12;21;-10;20;0
29;100;15;-15;16;-16;16;-16;0;0
29;100;6;-24;8;-24;9;-25;17;-29
29;100;1;-32;0;-32;0;-33;-1;0
29;100;-5;25;-7;26;-6;26;0;0
29;100;20;-6;19;-7;21;-7;22;-15
29;100;11;-18;12;-19;8;-19;8;-21
29;100;8;-25;4;-26;0;-27;0;0
29;100;21;-1;33;4;37;4;0;0
29;100;1;-31;3;-28;1;-28;1;4
29;100;19;-18;20;-17;22;-17;23;-28
29;100;23;-7;25;-5;27;-2;29;0
29;100;13;-20;13;-16;17;-16;19;-1
29;100;22;-6;27;-4;28;-3;29;-4
29;100;-4;-39;-6;-43;-11;-46;-47;0
29;100;16;-19;14;-18;13;-19;13;-21
29;100;16;-19;14;-19;14;-21;14;-47
29;100;8;-24;11;-23;12;-23;11;0
29;100;3;-28;4;-34;1;-35;0;-24
29;100;13;-14;15;-15;17;0;0;0
29;100;11;-19;12;-19;11;-20;10;-20
29;100;30;0;29;0;31;-1;30;0
29;100;28;-5;29;-4;30;-2;31;0
29;100;14;-22;13;-23;12;-24;0;0
29;100;21;-13;21;-14;20;-16;20;-23
29;100;17;-20;14;-18;13;-21;11;-16
29;100;9;-27;6;-29;5;-29;0;0
29;100;25;-6;26;-5;27;-5;29;-22
29;100;15;-22;14;-22;13;-24;12;-3
29;100;19;-19;19;-19;18;-19;17;-22
29;100;16;-5;17;-8;18;-6;20;-4
29;100;6;-23;6;-22;5;-24;2;-20
29;100;22;-10;28;-8;29;-8;29;-6
29;100;19;-13;19;-13;20;-14;18;0
29;100;23;-6;20;-5;23;-1;26;-15
29;100;21;-8;25;0;36;0;38;1
29;100;19;-15;18;-14;19;-14;0;0
29;100;9;-22;1;-31;-5;-38;21;-13
29;100;14;-17;3;-21;-2;-26;0;0
29;100;3;-29;5;-28;5;-30;-4;0
29;100;22;-13;22;-10;23;-9;25;-6
29;100;31;-3;34;4;42;5;43;5
29;100;20;-14;20;-12;23;-8;24;-6
29;100;14;-19;11;-21;9;-24;0;0
29;100;-2;-29;0;-29;0;-29;8;-28
29;100;13;-18;9;-20;6;-22;5;-24
29;100;5;-21;7;-21;12;-22;11;-21
29;100;7;-23;7;-23;5;-23;5;0
29;100;2;-30;-1;-32;-4;-35;-8;-35
29;100;30;2;31;2;34;2;37;8
29;100;9;-30;2;-29;5;-30;5;-30
29;100;6;-27;3;-31;2;0;0;0
29;100;21;-2;24;-4;24;0;0;0
29;100;15;-15;19;-11;21;-32;0;-7
29;100;10;-20;11;-15;10;-18;13;-3
