Avancement;Indice Position;Profondeur 1;Profondeur 2;Profondeur 3;Profondeur 4;Profondeur 5;Profondeur 6;Profondeur 7;Profondeur 8
20;100;-3;27;-4;25;-1;26;-14;19
20;100;-10;20;-7;24;-5;26;0;0
20;100;-2;30;-1;31;1;35;-4;19
20;100;-8;25;-10;25;-9;26;-8;0
20;100;-13;21;-14;21;-14;20;-14;26
20;100;-6;27;-6;26;-4;29;-2;0
20;100;-3;28;-2;30;-1;34;-1;30
20;100;-19;13;-19;12;-20;12;-20;27
20;100;-12;22;-11;23;-11;23;-11;0
20;100;-6;28;-7;27;-8;26;-7;24
20;100;-14;20;-14;19;-15;19;-12;0
20;100;-6;28;-5;28;-4;29;-4;26
20;100;-10;22;-11;21;-13;22;-13;29
20;100;-12;20;-13;21;-13;21;0;0
20;100;-8;28;-8;28;-6;0;-12;0
20;100;-21;12;-21;13;-20;29;-5;0
20;100;-9;24;-10;24;-11;23;-14;23
20;100;-17;19;-17;19;-18;19;-17;20
20;100;-3;30;-3;28;-4;0;0;0
20;100;-16;14;-17;13;-17;28;-5;28
20;100;-14;19;-16;19;-17;20;-16;20
20;100;-8;17;-10;17;-11;17;-10;18
20;100;-15;20;-15;20;-14;21;-15;0
20;100;-18;14;-18;13;-18;13;-18;21
20;100;-15;15;-13;14;-15;0;0;0
20;100;-1;32;1;31;1;14;-16;14
20;100;-6;27;-6;27;-6;27;-6;0
20;100;-5;29;-4;30;-2;30;-2;0
20;100;-10;24;-9;24;-9;25;-9;25
20;100;-21;12;-21;13;-22;12;-22;12
20;100;0;32;2;34;4;35;5;0
20;100;-3;29;-1;31;1;33;3;38
20;100;-12;23;-12;24;-11;24;-11;0
20;100;-19;16;-19;18;-20;19;-19;27
20;100;0;30;1;31;1;31;0;0
20;100;-22;15;-23;15;-22;15;1;0
20;100;-6;27;-6;27;-5;28;0;16
20;100;-13;21;-15;21;-15;21;-15;31
20;100;-10;25;-10;26;-10;27;-11;0
20;100;-2;29;-5;28;-1;29;0;27
20;100;-24;8;-24;7;-25;6;-26;22
20;100;-17;16;-17;16;-17;16;-18;16
20;100;-7;20;-7;22;-8;24;-8;29
20;100;-16;19;-15;20;-14;21;-13;0
20;100;-24;0;-32;-2;-35;-4;0;0
20;100;-8;21;-11;21;-9;21;-9;-5
20;100;-13;16;-16;13;-18;12;0;0
20;100;-12;24;-12;24;-10;23;-20;22
20;100;-16;20;-15;22;-15;22;-15;0
20;100;-19;17;-16;18;-15;19;-14;21
20;100;-19;9;-19;9;-20;8;-24;25
20;100;-8;24;-9;24;-9;24;-8;23
20;100;-9;20;-10;21;-10;21;-10;12
20;100;-13;17;-13;19;-12;21;-12;22
20;100;-17;17;-16;19;-13;19;-14;20
20;100;-4;26;-3;27;-5;27;-4;0
20;100;-8;23;-7;24;-8;26;-6;29
20;100;-14;18;-14;14;-19;12;-22;27
20;100;-10;25;-11;24;-11;26;0;0
20;100;-13;22;-12;22;-13;23;-10;23
20;100;-13;21;-15;19;-16;20;0;26
20;100;-19;16;-18;16;-18;16;-15;0
20;100;-10;22;-12;22;-12;24;-18;21
20;100;-24;10;-24;9;-24;6;0;17
20;100;-14;18;-15;18;-15;19;-27;0
20;100;-26;1;-25;1;-26;0;-25;20
20;100;-17;9;-18;10;-18;10;-19;0
20;100;-15;18;-15;18;-15;18;-15;20
20;100;-5;28;-7;26;-6;27;-5;28
21;100;21;-13;22;-12;24;-11;12;2
21;100;20;-11;23;-10;23;-10;22;-23
21;100;27;-1;24;-2;22;-4;22;0
21;100;25;-10;24;-12;25;-11;25;-10
21;100;13;-16;14;-16;15;-15;17;-1
21;100;-1;-34;-1;-36;0;-34;0;-39
21;100;0;-34;0;-33;0;-33;-1;-35
21;100;14;-16;12;-22;6;-25;2;0
21;100;21;-5;23;-4;25;-2;0;-29
21;100;9;-23;10;-23;12;-22;26;0
21;100;17;-16;19;-15;20;-15;19;-24
21;100;14;-18;15;-18;15;-19;14;0
21;100;23;-10;23;-10;24;-9;25;-1
21;100;17;-17;15;-15;16;-12;19;0
21;100;12;-21;11;-19;11;-19;8;-21
21;100;17;-16;17;-15;18;-15;19;-13
21;100;17;-15;17;-15;17;-15;18;-9
21;100;14;-20;16;-19;17;-19;0;-14
21;100;20;-11;20;-11;18;-15;17;-16
21;100;22;-11;21;-12;21;-12;22;-12
21;100;19;-16;18;-14;19;-12;0;0
21;100;15;-16;10;-16;15;-15;25;-15
21;100;29;-5;31;-3;33;-3;32;-2
21;100;20;-12;21;-13;22;-12;23;0
21;100;-1;-26;1;-27;1;-27;1;-11
21;100;14;-18;12;-20;12;-19;12;0
21;100;19;-16;17;-16;17;-15;0;0
21;100;20;-17;20;-17;19;-17;16;0
21;100;21;-16;22;-13;24;-9;25;-18
21;100;25;-12;27;-11;27;-11;27;-8
21;100;17;-14;20;-14;19;-14;20;-14
21;100;7;-27;6;-27;8;-28;8;0
21;100;12;-22;11;-22;11;-21;13;0
21;100;20;-14;20;-15;20;-14;21;-23
21;100;12;-11;14;-12;16;-10;15;0
21;100;14;-16;15;-17;15;0;0;0
21;100;30;-5;30;-4;31;-20;14;-14
21;100;5;-24;6;-26;5;0;0;0
21;100;15;-19;14;-20;14;-24;5;-17
21;100;22;-7;23;-7;23;-7;22;-29
21;100;11;-21;12;-22;11;-24;10;0
21;100;10;-22;4;-24;4;-25;5;-26
21;100;21;-15;20;-15;20;-15;20;0
21;100;0;-29;3;-29;3;-30;4;0
21;100;20;-12;19;-13;19;-12;0;-15
21;100;7;-23;6;-23;10;-21;21;0
21;100;13;-16;12;-15;13;-16;0;0
21;100;35;-1;35;0;36;-1;12;0
21;100;24;-8;24;-7;25;-8;10;-1
21;100;15;-8;20;-8;21;-4;0;0
21;100;18;-12;16;-16;16;0;0;-10
21;100;10;-26;9;-26;9;-17;25;0
21;100;13;-22;14;-23;14;-24;14;-21
21;100;22;-10;22;-9;23;-7;25;-2
21;100;18;-16;20;-17;20;-16;20;-6
21;100;10;-28;9;-29;4;-34;2;-34
21;100;19;-11;22;-10;20;-11;18;0
21;100;23;-11;23;-11;23;-10;23;-11
21;100;5;-23;4;-25;4;-26;2;-10
21;100;11;-17;13;-17;13;-20;11;-21
21;100;7;-22;8;-21;8;-22;8;-29
21;100;13;-25;14;-25;14;-25;15;0
21;100;25;-10;25;-6;26;-5;27;-22
21;100;-8;-47;-13;-52;-51;-51;-55;-59
21;100;14;-14;16;-14;16;-13;16;0
21;100;13;-19;13;-20;13;-20;14;-13
21;100;7;-26;6;-26;8;-26;7;0
21;100;33;3;33;2;32;2;31;-27
21;100;16;-14;17;-15;16;-14;16;0
21;100;19;-17;18;-17;18;-17;18;-16
21;100;25;-4;28;0;29;0;0;0
21;100;14;-18;16;-16;15;-16;30;0
21;100;11;-18;16;-13;18;-10;0;0
21;100;19;-12;24;-10;25;-10;27;-7
21;100;6;-31;5;-32;6;-31;5;-13
21;100;9;-22;11;-23;11;-23;11;-9
21;100;24;-10;23;-7;24;-7;24;0
21;100;2;-29;0;-31;-2;-34;0;0
21;100;25;-6;26;-5;28;-5;-1;-22
21;100;24;-8;24;-8;25;-9;25;0
21;100;19;0;18;0;18;-4;19;-3
21;100;14;-15;16;-12;19;-10;22;-8
21;100;7;-20;11;-19;14;0;0;0
21;100;21;-6;23;-9;22;-10;21;0
21;100;17;-17;20;-14;22;-14;0;0
21;100;14;-19;14;-19;14;0;22;0
21;100;13;-22;14;-20;14;-19;14;-10
21;100;13;-19;16;-19;16;0;0;0
21;100;12;-13;19;-11;21;-20;17;-20
21;100;21;-9;23;-8;24;-8;25;0
21;100;3;-29;3;-28;5;-27;4;-7
21;100;24;-7;24;-5;25;-4;26;0
21;100;5;-24;4;-24;4;-25;3;-5
21;100;18;-13;20;-12;20;-12;19;-28
21;100;21;-13;21;-10;23;-9;24;0
21;100;-2;-31;1;-30;0;-29;0;-9
21;100;12;-24;13;-23;15;-23;0;0
21;100;12;-20;11;-19;9;0;0;0
21;100;28;1;32;2;33;1;0;0
21;100;15;-12;16;-11;21;-8;14;0
22;100;-7;15;-14;14;-10;0;0;0
22;100;-17;18;-18;14;-19;14;-9;15
22;100;-18;20;-18;20;-17;20;-17;0
22;100;-9;18;-7;20;-6;22;-5;23
22;100;-19;14;-20;14;-20;14;-21;21
22;100;-18;19;-18;19;-17;20;-16;22
22;100;-9;24;-8;26;-8;27;0;0
22;100;-11;23;-7;27;-3;31;-7;0
22;100;1;32;1;34;2;36;2;33
22;100;7;39;9;41;8;43;9;28
22;100;-13;18;-13;20;-13;20;-13;40
22;100;-19;18;-17;15;-17;15;-19;21
22;100;-3;27;5;31;5;39;0;0
22;100;-13;21;-13;20;-14;19;-14;15
22;100;-14;17;-16;15;-19;14;-20;15
22;100;-16;17;-17;17;-17;14;0;0
22;100;10;39;7;39;5;39;-20;38
22;100;-9;14;-18;13;-19;11;-19;0
22;100;-11;23;-10;24;-10;25;-10;13
22;100;-32;4;-33;4;-32;5;0;0
22;100;-8;25;-7;26;-7;27;-7;28
22;100;-3;24;-7;23;-9;24;-9;0
22;100;-14;19;-13;18;-14;18;-15;18
22;100;-12;14;-13;17;-12;17;-13;24
22;100;-10;20;-10;17;-12;19;-13;17
22;100;-8;24;-9;24;-2;30;-1;32
22;100;-18;16;-17;17;-16;18;-16;0
22;100;-20;8;-21;7;-21;7;0;0
22;100;-6;10;-7;14;-9;15;-7;18
22;100;-7;19;-9;20;-10;20;-11;0
22;100;-17;13;-19;14;-18;16;0;20
22;100;-12;20;-11;21;-11;24;-18;17
22;100;2;32;1;29;-2;19;-7;0
22;100;-12;21;-5;27;-4;29;-5;17
22;100;-7;26;-7;26;-8;26;-7;26
22;100;-15;20;-13;19;-13;21;-14;0
22;100;1;29;1;34;3;34;0;0
22;100;-20;8;-21;7;-22;9;-22;18
22;100;-21;16;-21;16;-20;16;-20;35
22;100;-24;9;-25;9;-25;8;-27;8
22;100;-12;22;-12;22;-13;23;0;0
22;100;-8;23;-8;24;-6;22;-6;22
22;100;-11;20;-7;20;-8;23;-6;24
22;100;-1;30;-2;30;1;34;0;0
22;100;-22;9;-23;7;-26;2;-29;34
22;100;-10;20;-9;22;-7;23;-7;24
22;100;-29;5;-29;6;-29;6;-29;0
22;100;-11;21;-10;22;-9;22;-9;6
22;100;-8;25;-9;25;-9;0;0;0
22;100;-4;32;-3;31;-4;30;-3;0
22;100;-23;11;-23;12;-23;26;-23;23
22;100;-16;19;-15;18;-14;18;0;0
22;100;-11;21;-12;21;-11;24;-12;0
22;100;-11;24;-11;25;-11;26;-10;23
22;100;-16;19;-14;17;-15;18;-13;18
22;100;0;25;0;24;-1;26;-2;0
22;100;-1;24;-5;24;-7;26;-7;25
22;100;-11;24;-9;26;-8;0;0;0
22;100;-11;24;-7;25;0;26;0;0
22;100;-13;21;-13;20;-7;25;-7;28
22;100;-6;23;-6;21;-6;22;-7;20
22;100;-14;16;-15;17;-16;17;0;0
22;100;-7;24;-3;26;-2;28;-16;26
22;100;-11;25;-10;25;-11;26;-11;0
22;100;-10;23;-9;24;-10;23;-10;23
22;100;-17;16;-17;18;-16;19;-16;0
22;100;-6;26;-6;24;-7;27;-6;29
22;100;-22;13;-19;13;-18;16;-16;0
22;100;-14;23;-13;23;-12;23;-11;17
22;100;-6;29;-4;30;-2;33;0;0
22;100;-13;22;-11;22;-12;22;-1;23
22;100;-4;31;-3;31;-1;31;-1;0
22;100;-17;17;-19;17;-19;15;0;0
22;100;-20;12;-21;12;-23;11;-21;0
22;100;-9;22;-11;21;-11;20;-13;15
22;100;-6;20;-4;22;-5;23;-6;31
22;100;-14;15;-16;14;-17;12;-17;0
22;100;-7;23;-8;22;-7;21;-9;21
22;100;-21;14;-21;14;-21;13;-21;11
22;100;-23;8;-22;8;-24;6;-28;4
22;100;-7;25;-12;24;-12;24;0;0
22;100;-22;14;-22;13;-24;12;-12;11
22;100;-17;19;-16;20;-16;19;-15;24
22;100;-16;17;-16;16;-15;14;-16;14
22;100;-17;19;-16;20;-15;20;0;0
22;100;-8;22;-7;21;-8;20;-16;0
22;100;-4;26;-3;29;-2;31;-1;20
22;100;-8;29;-8;28;-9;28;0;0
22;100;-9;21;-8;19;-9;19;-9;0
22;100;-18;18;-17;21;-16;22;0;0
22;100;-21;12;-22;12;-22;11;-23;27
22;100;-23;2;-27;3;-28;3;-15;2
22;100;-22;9;-20;9;-20;11;-19;0
22;100;-4;29;-5;27;-6;27;-5;10
22;100;3;35;3;36;4;37;7;27
22;100;-18;14;-19;16;-19;18;-20;19
22;100;-1;29;2;31;1;32;4;0
22;100;-12;23;-12;23;-12;23;-12;33
22;100;4;37;6;38;15;38;0;0
22;100;-14;23;-9;24;-8;25;-7;0
23;100;13;-20;11;-20;9;-24;8;-26
23;100;10;-18;9;-19;9;-20;8;0
23;100;6;-29;8;-27;9;-28;0;-21
23;100;16;-16;19;-16;17;-16;9;-17
23;100;3;-34;1;-35;0;-37;-2;-37
23;100;9;-25;9;-24;9;-23;9;-24
23;100;14;-18;14;-18;15;-15;19;-12
23;100;11;-21;11;-23;6;-22;7;-26
23;100;8;-21;7;-20;10;-18;0;0
23;100;12;-22;15;-14;16;-13;13;0
23;100;11;-20;13;-17;17;-13;19;-12
23;100;13;-19;15;-18;16;-15;0;-17
23;100;16;-15;19;-15;19;-14;17;-13
23;100;23;-10;25;-7;27;-5;29;-1
23;100;19;-12;21;-10;0;0;0;0
23;100;26;-5;25;-6;22;-8;22;-7
23;100;26;-9;27;-10;25;-10;26;0
23;100;20;-11;16;-16;15;-15;16;-14
23;100;4;-27;3;-29;2;-28;4;-27
23;100;17;-19;13;-19;12;-20;11;-9
23;100;12;-19;13;-20;14;-20;15;-20
23;100;20;-10;23;-9;23;-8;23;-7
23;100;12;-17;13;-17;13;-17;13;0
23;100;4;-28;6;-28;6;-27;7;-17
23;100;9;-26;10;-24;5;-25;6;0
23;100;17;-14;15;-21;12;-23;0;0
23;100;7;-23;7;-24;9;-24;10;-23
23;100;6;-25;8;-24;11;-23;12;0
23;100;11;-20;14;-20;11;-21;13;-23
23;100;17;-8;19;-10;18;-10;17;-11
23;100;5;-20;7;-19;9;-19;10;-19
23;100;7;-20;9;-21;9;-23;7;-24
23;100;24;-10;23;-11;24;0;0;0
23;100;7;-26;6;-24;4;-12;0;0
23;100;16;-9;19;-4;25;-2;24;0
23;100;11;-22;9;-24;7;-25;29;-12
23;100;7;-25;5;-25;4;-25;4;0
23;100;18;-8;17;-8;17;0;0;0
23;100;1;-30;0;-29;0;-31;17;0
23;100;14;-21;14;-21;15;-22;14;-31
23;100;18;-12;18;-12;18;-11;19;-10
23;100;17;-19;16;-19;17;-20;17;-21
23;100;14;-19;10;-22;9;-22;9;0
23;100;9;-24;9;-24;11;-24;8;-10
23;100;24;-7;23;-8;24;-9;24;-24
23;100;22;-7;22;-8;22;-9;21;-9
23;100;16;-19;16;-20;12;-23;12;0
23;100;20;-15;19;-12;20;-12;20;-23
23;100;14;-12;19;-10;21;-11;21;0
23;100;20;-16;19;-15;20;-14;20;-13
23;100;6;-23;4;-24;3;-27;1;-13
23;100;18;-17;17;-19;17;-19;0;0
23;100;5;-23;7;-22;8;-23;9;0
23;100;19;-10;20;-8;22;-7;23;-10
23;100;16;-20;14;-21;11;-24;11;-24
23;100;-2;-35;-2;-34;0;-34;0;0
23;100;24;-7;24;-10;23;-10;22;0
23;100;10;-28;10;-26;11;-26;12;-9
23;100;17;-18;18;-18;18;-19;0;0
23;100;15;-20;17;-20;18;-20;19;0
23;100;2;-35;1;-35;-5;-38;-11;-25
23;100;18;-10;18;-11;18;-10;0;0
23;100;17;-14;16;-14;18;-14;17;-10
23;100;-11;21;-3;23;0;24;1;24
23;100;19;-14;19;-14;17;-14;18;0
23;100;19;-13;16;-14;17;-14;17;-12
23;100;2;-25;1;-25;2;-26;0;-27
23;100;21;-5;22;-8;21;-8;23;-8
23;100;19;-11;19;-11;21;-10;22;0
23;100;19;-11;22;-11;23;-11;25;0
23;100;8;-21;8;-21;10;-21;0;-8
23;100;7;-16;11;-14;13;-16;11;-16
23;100;19;-15;19;-14;20;-12;20;0
23;100;21;1;21;-2;21;-1;23;-14
23;100;18;-14;18;-15;18;-15;0;0
23;100;13;-7;29;-6;30;-4;17;-3
23;100;3;-34;-6;-35;-2;-36;-3;0
23;100;22;-12;22;-12;23;-11;0;-37
23;100;22;-7;26;-8;25;-7;25;0
23;100;25;-7;25;-7;24;-6;27;-5
23;100;13;-14;16;-18;12;-19;13;-20
23;100;11;-18;10;-17;9;0;0;0
23;100;18;-13;18;-11;15;-14;16;-22
23;100;22;-15;24;-12;23;-9;25;0
23;100;20;-12;22;-10;22;-10;22;-15
23;100;5;-27;6;-28;5;-30;5;-30
23;100;14;-15;11;-20;11;-18;11;0
23;100;9;-23;13;-23;12;-22;13;-21
23;100;17;-19;16;-18;17;-18;18;0
23;100;22;-11;23;-11;23;-9;0;-17
